# Inventario de endpoints — focux-backend @ 66ba467
# Recebido do agente de auditoria do backend em 2026-09-02. Nao editar a mao:
# regerar no repo do backend e substituir este arquivo inteiro.
#
# Formato: VERBO<TAB>path<TAB>flags<TAB>arquivo:linha
# TOTAL: 432 endpoints em 110 controllers
#
# flags (concatenadas, sem separador; a 1a e sempre A, C ou -):
#   A = @PreAuthorize no proprio metodo
#   C = @PreAuthorize herdado da classe
#   - = sem @PreAuthorize algum (37 casos; todos publicos por desenho)
#   R = @RateLimit e/ou @RateLimiter
#   O = @Operation (springdoc) com descricao
#   T = @Transactional no metodo do controller
#   P = devolve Page<> ou DTO de pagina (tem metadados de paginacao)
#   L = devolve List<> cru (sem paginacao)
#   M = devolve Map<> (contrato nao tipado)
#   E = devolve entidade JPA direto (sem DTO)
#
# Origem do tenant: 100% TenantContext. Zero endpoints aceitam personalId
# ou tenantId por path, query ou body — conferido nos 110 controllers.
POST	/api/uploads	CR	UploadController.java:65
POST	/api/upsell/aluno-oferta/{alunoOfertaId}/resposta	A	UpsellController.java:92
GET	/api/upsell/aluno/{alunoId}/pendentes	AL	UpsellController.java:71
GET	/api/upsell/me/pendentes	AL	UpsellController.java:80
GET	/api/upsell/ofertas	AL	UpsellController.java:36
POST	/api/upsell/ofertas	AR	UpsellController.java:47
PATCH	/api/upsell/ofertas/{id}	AR	UpsellController.java:67
POST	/api/v1/migracao/confirmar	CRO	MigracaoMagicaController.java:89
GET	/api/v1/migracao/foto/quota	CRO	MigracaoMagicaController.java:60
POST	/api/v1/migracao/foto/registrar	CRO	MigracaoMagicaController.java:69
POST	/api/v1/migracao/preview	CRO	MigracaoMagicaController.java:78
POST	/api/v1/migracao/texto	CRO	MigracaoMagicaController.java:46
GET	/api/v1/social/recap/{alunoId}	C	MotorSocialController.java:23
POST	/api/webhooks/iap/apple	-RM	IapWebhookController.java:111
POST	/api/webhooks/iap/google	-RM	IapWebhookController.java:67
POST	/api/webhooks/mercadopago	-R	WebhookController.java:108
POST	/api/webhooks/terra	-R	TerraWebhookController.java:67
GET	/api/winback/log	ARL	WinbackController.java:30
GET	/c/{slug}	-	PublicCapturaPageController.java:28
GET	/p/{slug}	-	PublicLandingPageController.java:55
